32, Private, 116539, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 55, United-States, >50K
46, Private, 188293, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 116608, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
37, State-gov, 348960, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 36, United-States, >50K
24, Private, 329530, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, Mexico, <=50K
47, Local-gov, 93476, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K
35, Self-emp-not-inc, 195744, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
43, Private, 125833, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
18, State-gov, 191117, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
54, Private, 311020, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
62, Private, 210464, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 38, United-States, <=50K
36, Private, 135289, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
27, Private, 156266, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
23, Private, 154210, Some-college, 10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, 0, 0, 14, Puerto-Rico, <=50K
33, Self-emp-not-inc, 249249, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
28, Private, 261725, 1st-4th, 2, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
22, Private, 239612, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K
31, Self-emp-not-inc, 226696, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
26, Private, 190330, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 193755, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
73, Private, 192740, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 201924, Bachelors, 13, Divorced, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
35, Private, 77146, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
27, Private, 43652, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Federal-gov, 227244, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 50, United-States, >50K
29, Private, 160731, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Private, 287878, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 26, United-States, <=50K
50, Private, 166758, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
32, Private, 183811, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 2829, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 254818, Masters, 14, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, Peru, <=50K
45, Private, 295046, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
65, Private, 190568, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 810, 36, United-States, <=50K
42, State-gov, 211915, Some-college, 10, Separated, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Self-emp-not-inc, 295621, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 25, United-States, >50K
32, Private, 204567, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 60, United-States, >50K
42, Private, 204235, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 186982, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
38, Private, 133586, HS-grad, 9, Married-civ-spouse, Protective-serv, Own-child, White, Male, 0, 0, 45, United-States, <=50K
38, Private, 165930, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 164898, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, <=50K
24, Private, 278155, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
27, Self-emp-not-inc, 115705, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
25, Private, 150553, 9th, 5, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K
29, Private, 185127, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
46, Private, 201595, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K
44, Self-emp-inc, 165815, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 96, United-States, <=50K
26, Private, 102420, Bachelors, 13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, South, <=50K
46, Local-gov, 344172, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 49, United-States, >50K
38, Private, 222450, Some-college, 10, Separated, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 212245, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, State-gov, 190625, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
33, Private, 203488, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 304260, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
31, Local-gov, 243665, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 41, United-States, >50K
26, Self-emp-not-inc, 189238, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 4, Mexico, <=50K
42, Private, 77373, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 38, United-States, <=50K
27, Private, 410351, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 36385, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
64, Private, 110150, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 198316, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 127772, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 199058, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
56, Private, 285730, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 66, United-States, <=50K
25, Local-gov, 334133, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
60, State-gov, 97030, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
52, Private, 67090, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
43, Private, 397963, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 594, 0, 16, United-States, <=50K
46, Private, 182533, Bachelors, 13, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
19, Private, 560804, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K
56, Private, 365050, 7th-8th, 4, Never-married, Farming-fishing, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
22, Private, 110200, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 299828, 5th-6th, 3, Separated, Sales, Unmarried, Black, Female, 0, 0, 30, Puerto-Rico, <=50K
28, Private, 109282, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 103435, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
22, Private, 34747, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K
39, Private, 286789, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Self-emp-not-inc, 211032, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
31, Private, 219318, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 35, Puerto-Rico, <=50K
50, Private, 112873, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 36069, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3908, 0, 46, United-States, <=50K
48, Private, 73434, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Germany, >50K
51, Private, 200576, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 172962, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 44006, Assoc-voc, 11, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 234474, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
37, Private, 212826, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
38, Private, 234901, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Federal-gov, 200700, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States, <=50K
59, Self-emp-not-inc, 41258, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 249644, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 48, United-States, >50K
29, Private, 351731, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 114765, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 349884, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
28, Self-emp-inc, 204247, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
34, Private, 143392, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
50, Self-emp-not-inc, 37913, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Italy, >50K
22, Self-emp-inc, 150683, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 24, United-States, <=50K
27, Private, 207611, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 52, United-States, <=50K
45, State-gov, 319666, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
39, Private, 155961, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
25, Local-gov, 117833, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
24, Self-emp-inc, 142404, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
18, Private, 155752, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
23, Private, 111450, 12th, 8, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 38, United-States, <=50K
20, Private, 528616, 5th-6th, 3, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
17, Self-emp-not-inc, 228786, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, <=50K
63, Self-emp-inc, 80572, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Local-gov, 180271, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 65, United-States, >50K
51, Federal-gov, 237819, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
29, Private, 157612, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 3325, 0, 45, United-States, <=50K
64, Private, 379062, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 12, United-States, <=50K
17, Private, 191910, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
45, Local-gov, 326064, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 6497, 0, 35, United-States, <=50K
18, Private, 312353, 12th, 8, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
31, Local-gov, 213307, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
48, Self-emp-not-inc, 209057, Bachelors, 13, Married-spouse-absent, Sales, Own-child, White, Male, 0, 0, 50, United-States, >50K
41, Private, 340148, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
65, Private, 154171, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 60, United-States, >50K
27, Private, 94064, Assoc-voc, 11, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 119098, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Self-emp-not-inc, 388496, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 8, Puerto-Rico, >50K
49, Private, 181363, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
36, Private, 206951, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 45, United-States, >50K
25, Private, 485496, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
41, Private, 210259, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
31, Private, 118551, 9th, 5, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, Private, 180911, 11th, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 4386, 0, 37, United-States, >50K
50, State-gov, 242517, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, Private, 298113, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Self-emp-not-inc, 277783, Masters, 14, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 99, United-States, <=50K
48, Private, 155862, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
51, Self-emp-not-inc, 171924, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
18, Private, 243900, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
23, Private, 231160, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
31, Private, 356882, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5013, 0, 40, United-States, <=50K
38, Private, 49020, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 157749, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
31, Private, 131568, 7th-8th, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
46, Private, 332355, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 204501, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
56, Local-gov, 305767, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
31, Private, 129761, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-inc, 130126, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States, >50K
53, Private, 102828, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
18, Private, 160984, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
27, Private, 285897, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 45, United-States, >50K
31, Private, 356689, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
52, Federal-gov, 192386, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5013, 0, 40, United-States, <=50K
46, Private, 394860, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 113129, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K
26, Private, 55929, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
48, Local-gov, 177018, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
37, Private, 161141, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 309463, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 165468, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, United-States, >50K
24, Private, 49218, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
74, Self-emp-not-inc, 119129, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 2149, 20, United-States, <=50K
56, Self-emp-not-inc, 162130, 5th-6th, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 67, United-States, >50K
39, Federal-gov, 129573, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1741, 40, United-States, <=50K
21, Private, 306850, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 135296, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 2258, 45, United-States, >50K
43, Self-emp-not-inc, 187322, HS-grad, 9, Divorced, Other-service, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 55674, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Female, 2907, 0, 40, United-States, <=50K
26, Private, 148298, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
47, Private, 34845, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
27, Private, 200733, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 55, United-States, <=50K
45, Private, 191858, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
30, Private, 425528, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 70, United-States, <=50K
35, Private, 44780, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 20, United-States, >50K
33, Private, 125856, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 100508, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 148294, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 20, United-States, <=50K
42, Private, 39324, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Federal-gov, 147397, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 36, United-States, <=50K
46, Private, 24728, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
36, Private, 177616, 5th-6th, 3, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 163826, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 199947, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
26, Local-gov, 386949, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
36, Self-emp-inc, 116133, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 57, United-States, <=50K
56, Self-emp-not-inc, 196307, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
37, Private, 177181, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 324854, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
23, Private, 188505, Bachelors, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
23, State-gov, 502316, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, State-gov, 26892, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 102058, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
39, Private, 167728, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
67, Local-gov, 233681, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K
60, Private, 26756, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
54, Private, 101890, HS-grad, 9, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 192337, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, >50K
47, Private, 340982, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 3103, 0, 40, Philippines, >50K
49, State-gov, 102308, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K
19, Private, 84747, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 24, United-States, <=50K
20, Private, 197752, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
66, Private, 185336, HS-grad, 9, Widowed, Sales, Other-relative, White, Female, 0, 0, 35, United-States, <=50K
51, Self-emp-not-inc, 125417, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, >50K
19, Private, 278480, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 146412, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 193042, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
41, Private, 53956, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 1980, 56, United-States, <=50K
90, Private, 175491, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 9386, 0, 50, Ecuador, >50K
36, Private, 144154, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 194901, Prof-school, 15, Divorced, Sales, Own-child, White, Male, 0, 0, 55, United-States, <=50K
35, Private, 335777, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
46, Private, 139268, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
38, Private, 33887, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 283613, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 141245, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Puerto-Rico, <=50K
49, Private, 298130, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 186096, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 30, United-States, <=50K
77, Private, 187656, Some-college, 10, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
46, Private, 102308, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 56, United-States, >50K
41, Private, 124639, Some-college, 10, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
28, Private, 388112, 1st-4th, 2, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 77, Mexico, <=50K
21, Private, 109952, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 164529, 12th, 8, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
36, Private, 247750, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 45, United-States, <=50K
23, State-gov, 103588, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, United-States, <=50K
38, Federal-gov, 248919, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2051, 40, United-States, <=50K
29, Self-emp-not-inc, 178551, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 136137, Some-college, 10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 0, 0, 50, United-States, >50K
47, Federal-gov, 55377, Bachelors, 13, Never-married, Adm-clerical, Unmarried, Black, Male, 0, 0, 40, United-States, >50K
